Identifier,ACM Classification Code,Australian Educational Vocabulary,BabelNet,Basisklassifikation,BIBFRAME,BNCF Thesaurus,COAR,Cultureel Woordenboek,DBpedia,DCAT,DCMI Metadata Terms,Dictionary of Algorithms and Data Structures,Elhuyar ZTH,Encyclopædia Britannica Online,Encyclopædia Universalis,EuroVoc,File Format Wiki,Freebase,Gran Enciclopèdia Catalana,Great Russian Encyclopedia Online,GS1 Global Product Classification Brick Code,IAO,IUPAC Gold Book,Library of Congress Subject Headings,MathWorld,Microsoft Academic,National Diet Library,NicoNicoPedia,NIST/CODATA,Nomenclature for Museum Cataloging,OmegaWiki Defined Meaning,Princeton WordNet,PRONOM,PSH,QUDT,ROR,Schema.org,SPAR FaBiO,Store Norske Leksikon,Techopedia,Treccani,UNESCO Thesaurus,Unified Astronomy Thesaurus,UNSPSC Code,U.S. National Archives,VIAF,WikiData Item,WikiData Property,WordLift,World of Physics,YSO
frequencySynthesizer,,,,,,,,,,,,,,https://www.britannica.com/technology/frequency-synthesizer,,,,https://tools.wmflabs.org/freebase/m/01hp3r,,https://bigenc.ru/text/3664883,,,,,,https://academic.microsoft.com/v2/detail/182099602,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2660678,,,,
fresnelZone,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b979,https://www.enciclopedia.cat/EC-GEC-0028266.xml,,,,,,,https://academic.microsoft.com/v2/detail/200292535,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1455719,,,,
front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q68345460,,,,
frontVelocity,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778696333,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5505900,,,,
frontToBackRatio,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/41680699,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5505772,,,,
frozenOrbit,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/110605091,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1470668,,,,
fuelCell,,http://vocabulary.curriculum.edu.au/scot/14198.html,https://babelnet.org/synset?word=bn:00036735n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=20626,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/brandstofcel,http://dbpedia.org/resource/Fuel_cell,,,,https://zthiztegia.elhuyar.eus/kontzeptua/014275,https://www.britannica.com/technology/fuel-cell,,http://eurovoc.europa.eu/2382,,https://tools.wmflabs.org/freebase/m/033bk,https://www.enciclopedia.cat/EC-GEC-0201164.xml,,,,,https://id.loc.gov/authorities/sh85052220,,,https://id.ndl.go.jp/auth/ndlna/00568097,,,,http://www.omegawiki.org/DefinedMeaning:335709,,,https://psh.techlib.cz/skos/PSH5619,,,,,,,http://www.treccani.it/enciclopedia/cella-a-combustibile,,,https://www.unspsc.org/search-code/?CSS=60104509,,,https://www.wikidata.org/wiki/Q180253,,,,
fuelCellMembrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fullScale,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/140651703,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q603641,,,,
fullWidthAtHalfMaximum,,,,,,,,,,,,,,https://www.britannica.com/science/full-width-at-half-maximum,,,,https://tools.wmflabs.org/freebase/m/0b98d,,,,,,,,https://academic.microsoft.com/v2/detail/108649604,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1065170,,,,
functionalTesting,,,https://babelnet.org/synset?word=bn:03468205n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0fzlgj,,,,,,,,https://academic.microsoft.com/v2/detail/80823478,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q4493432,,,,
fundamentalDirection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fundamentalFrequency,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/136891,https://www.britannica.com/science/fundamental-frequency,,,,https://tools.wmflabs.org/freebase/m/031m3,,,,,,,,https://academic.microsoft.com/v2/detail/10513763,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1331774,,,,
fundamentalPlane,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/026qr8y,,,,,,,,https://academic.microsoft.com/v2/detail/159423730,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2986043,,,,
funder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gForce,,,,,,,,,,,,,,https://www.britannica.com/topic/negative-g-force,,,,,,,,,,,,,,,,,,,,,,,,,https://snl.no/g-kraft,,,,,,,,https://www.wikidata.org/wiki/Q284602,,,,
gain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q854659,,,,
gainFlatness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gapFiller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gear,,http://vocabulary.curriculum.edu.au/scot/2384.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=22354,,,,,,,,https://www.britannica.com/technology/gear,https://www.universalis.fr/encyclopedie/engrenages/,,,https://tools.wmflabs.org/freebase/m/0l7xg,https://www.enciclopedia.cat/EC-GEC-0102536.xml,,,,,,,,https://id.ndl.go.jp/auth/ndlna/00562765,,,,http://www.omegawiki.org/DefinedMeaning:501082,,,,,,,,,,http://www.treccani.it/enciclopedia/ingranaggio,,,,,,https://www.wikidata.org/wiki/Q143873,,,,
gearRatio,,http://vocabulary.curriculum.edu.au/scot/6505.html,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/064294,,,,,https://tools.wmflabs.org/freebase/m/031r57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2403634,,,,
generalPurposeInputOutput,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/058jrs,,,,,,,,https://academic.microsoft.com/v2/detail/2779693383,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q260798,,,,
gigabitEthernet,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0h7dw,,,,,,,,https://academic.microsoft.com/v2/detail/2776379158,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1069084,,,,
gimbal,,,,,,,,,,,,,,https://www.britannica.com/technology/gimbal,,,,https://tools.wmflabs.org/freebase/m/01y6w7,https://www.enciclopedia.cat/EC-GEC-0144607.xml,,,,,,,https://academic.microsoft.com/v2/detail/125750033,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1146104,,,,
givenName,,,https://babelnet.org/synset?word=bn:15996005n,,,,,,http://dbpedia.org/ontology/GivenName,,,,,,,,,,https://www.enciclopedia.cat/EC-GEC-0201161.xml,,,,,,,https://academic.microsoft.com/v2/detail/2780332588,,,,,,,,,,,https://schema.org/givenName,,,,,,,,,,https://www.wikidata.org/wiki/Q202444,https://www.wikidata.org/wiki/Property:P735,,,
globalPositioningSystem,,,https://babelnet.org/synset?word=bn:00040680n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=21680,,,,,,,,https://www.britannica.com/technology/GPS,,,,https://tools.wmflabs.org/freebase/m/0344_,https://www.enciclopedia.cat/EC-GEC-0247595.xml,,,,,https://id.loc.gov/authorities/sh86003934,,https://academic.microsoft.com/v2/detail/60229501,,,,,,,,https://psh.techlib.cz/skos/PSH12407,,,,,,,,,,,https://catalog.archives.gov/id/10638667,,https://www.wikidata.org/wiki/Q18822,,,,
gpsReceiver,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/047b9vj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1486497,,,,
graveyardOrbit,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137795,,,,,https://tools.wmflabs.org/freebase/m/04lqdp,,,,,,,,https://academic.microsoft.com/v2/detail/65999568,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1457566,,,,
gravity,,http://vocabulary.curriculum.edu.au/scot/3389.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=7993,,https://www.cultureelwoordenboek.nl/natuurkunde-scheikunde-en-sterrenkunde/zwaartekracht,,,,,,https://www.britannica.com/science/gravity-physics,https://www.universalis.fr/encyclopedie/interactions-physique-interaction-gravitationnelle/,,,https://tools.wmflabs.org/freebase/m/09lw1,https://d-nb.info/gnd/4021908-2,https://bigenc.ru/text/4213641,,,,https://id.loc.gov/authorities/sh85056558,,https://academic.microsoft.com/v2/detail/124017977,https://id.ndl.go.jp/auth/ndlna/00575134,,,,http://www.omegawiki.org/DefinedMeaning:8440,,,https://psh.techlib.cz/skos/PSH3788,,,,,https://snl.no/gravitasjon,,,http://vocabularies.unesco.org/thesaurus/concept3238,http://astrothesaurus.org/uat/661,,,,https://www.wikidata.org/wiki/Q11412,,http://data.thenextweb.com/tnw/entity/gravity,,http://www.yso.fi/onto/yso/p1175
gravityDrag,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/85652763,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5598080,,,,
groundPlane,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0b9gf,,,,,,,,https://academic.microsoft.com/v2/detail/88764893,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1547722,,,,
groundSegment,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2781051052,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q889737,,,,
groundStation,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/067491,,,,,https://tools.wmflabs.org/freebase/m/040yc6,,,,,,https://id.loc.gov/authorities/sh85040474,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1349167,,,,
groundTrack,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02q6ttf,,,,,,,,https://academic.microsoft.com/v2/detail/189069379,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q218124,,,,
groupDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groupVelocity,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137088,https://www.britannica.com/science/group-velocity,,,,https://tools.wmflabs.org/freebase/m/03byh,https://www.enciclopedia.cat/EC-GEC-0217023.xml,,,,,,,https://academic.microsoft.com/v2/detail/181341577,,,,,,,,https://psh.techlib.cz/skos/PSH3118,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q217361,,,,
groupVelocityDispersion,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/23845534,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q25303603,,,,
guidanceNavigationAndControl,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/53160558,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3779103,,,,
gyroscope,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=41855,,,,,,,,https://www.britannica.com/technology/gyroscope,https://www.universalis.fr/encyclopedie/gyroscopes-et-gyrometres/,,,https://tools.wmflabs.org/freebase/m/0c0_q,,https://bigenc.ru/text/2362236,,,,https://id.loc.gov/authorities/sh85058127,,https://academic.microsoft.com/v2/detail/158488048,https://id.ndl.go.jp/auth/ndlna/00574969,,,,http://www.omegawiki.org/DefinedMeaning:1408759,,,,,,,,https://snl.no/gyroskop,,,,,,,,https://www.wikidata.org/wiki/Q483400,,,,
halfPowerBeamwidth,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/139344,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/124182699,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5641811,,,,
halfWidthAtHalfMaximum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haloOrbit,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02qxydh,,,,,,,,https://academic.microsoft.com/v2/detail/136336744,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1133479,,,,
hardDiskDrive,,http://vocabulary.curriculum.edu.au/scot/6779.html,https://babelnet.org/synset?word=bn:00027459n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=6466,,,http://dbpedia.org/resource/Hard_disk_drive,,,,https://zthiztegia.elhuyar.eus/kontzeptua/032827,https://www.britannica.com/technology/hard-drive,,,http://fileformats.archiveteam.org/wiki/Hard_disk,https://tools.wmflabs.org/freebase/m/03l34,,,,,,https://id.loc.gov/authorities/sh88002126,,,,,,https://www.nomenclature.info/nom/10535,,http://data.thenextweb.com/tnw/entity/hard_disk_drive,,,,,,,,,http://www.treccani.it/enciclopedia/hard-disk,,,https://www.unspsc.org/search-code/?CSS=43201803,,,https://www.wikidata.org/wiki/Q4439,,,,http://www.yso.fi/onto/yso/p14871
hardness,,http://vocabulary.curriculum.edu.au/scot/6782.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=28387,,,,,,,,https://www.britannica.com/science/hardness-physics,,,,https://tools.wmflabs.org/freebase/m/09ncbn,https://www.enciclopedia.cat/EC-GEC-0100080.xml,,,,,,,https://academic.microsoft.com/v2/detail/42698342,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3236003,https://www.wikidata.org/wiki/Property:P5483,,,
hardwareRegister,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/0362p9,,,,,,,,https://academic.microsoft.com/v2/detail/89606831,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q5351510,,,,
harmonic,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04lj95p,,,,,,,,https://academic.microsoft.com/v2/detail/188414643,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q3001183,,,,
header,,,https://babelnet.org/synset?word=bn:00043309n,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/02dnj_,,,,,,,,https://academic.microsoft.com/v2/detail/48105269,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1141160,,,,
heatCapacity,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=31409,,,,,,,,https://www.britannica.com/science/heat-capacity,,,,https://tools.wmflabs.org/freebase/m/01bl4n,,,,,https://dx.doi.org/10.1351/goldbook.H02753,,,https://academic.microsoft.com/v2/detail/60205243,,,,,,,,https://psh.techlib.cz/skos/PSH5593,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q179388,,,,
heatExchanger,,,https://babelnet.org/synset?word=bn:00043425n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=53679,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/014654,https://www.britannica.com/technology/heat-exchanger,,,,https://tools.wmflabs.org/freebase/m/013_cn,https://www.enciclopedia.cat/EC-GEC-0223347.xml,https://bigenc.ru/text/4188197,,,,,,https://academic.microsoft.com/v2/detail/107706546,https://id.ndl.go.jp/auth/ndlna/00568133,,,,,,,https://psh.techlib.cz/skos/PSH2572,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q189124,,,,
heatFlux,,,,,,,,,,,,,,https://www.britannica.com/science/heat-flux,,,,https://tools.wmflabs.org/freebase/m/03d8kvc,,https://bigenc.ru/text/4188090,,,https://dx.doi.org/10.1351/goldbook.H02755,,,https://academic.microsoft.com/v2/detail/159188206,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1478382,,,,
heatPipe,,,,,,,,,,,,,,https://www.britannica.com/technology/heat-pipe,,,,https://tools.wmflabs.org/freebase/m/02knvl,,,,,,,,https://academic.microsoft.com/v2/detail/37728375,https://id.ndl.go.jp/auth/ndlna/00576130,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q600568,,,,
heatPump,,http://vocabulary.curriculum.edu.au/scot/885.html,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=24024,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/002838,https://www.britannica.com/technology/heat-pump,,http://eurovoc.europa.eu/2549,,https://tools.wmflabs.org/freebase/m/0hw90,https://www.enciclopedia.cat/EC-GEC-0223241.xml,,,,,,,https://academic.microsoft.com/v2/detail/2776461528,https://id.ndl.go.jp/auth/ndlna/00568136,,,https://www.nomenclature.info/nom/212,http://www.omegawiki.org/DefinedMeaning:1752,,,https://psh.techlib.cz/skos/PSH10983,,,,,,,,http://vocabularies.unesco.org/thesaurus/concept1942,,https://www.unspsc.org/search-code/?CSS=40101806,,,https://www.wikidata.org/wiki/Q131313,,,,http://www.yso.fi/onto/yso/p19364
heatShield,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137805,,,,,https://tools.wmflabs.org/freebase/m/03hfszz,,,,,,https://id.loc.gov/authorities/sh85121400,,https://academic.microsoft.com/v2/detail/117954924,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q279349,,,,
heatSink,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/014678,https://www.britannica.com/science/heat-sink,,,,https://tools.wmflabs.org/freebase/m/01yhcm,,,,,,,,https://academic.microsoft.com/v2/detail/186937647,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1796959,,,,
heatSpreader,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03wd0jh,,,,,,,,https://academic.microsoft.com/v2/detail/48632124,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q617088,,,,
heatingElement,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/04vs4n,,,,,,,,https://academic.microsoft.com/v2/detail/151662897,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q610112,,,,
height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://schema.org/height,,,,,,,,,,,,,,
heightAboveAverageTerrain,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/01nzf4,,,,,,,,https://academic.microsoft.com/v2/detail/68090203,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1295906,,,,
hierarchicalDataFormat,,,,,,,,,,,,,,,,,http://fileformats.archiveteam.org/wiki/HDF5,https://tools.wmflabs.org/freebase/m/02z2yy,,,,,,,,https://academic.microsoft.com/v2/detail/172444134,,,,,,,https://www.nationalarchives.gov.uk/pronom/fmt/807,,,https://ror.org/024jrkp82,,,,,,,,,,,https://www.wikidata.org/wiki/Q1069215,,,,
high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highDefinitionMultimediaInterface,,,,,,,,,,,,,,https://www.britannica.com/topic/HDMI,,,,https://tools.wmflabs.org/freebase/m/02mvfg,,,,,,,,https://academic.microsoft.com/v2/detail/2779408293,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q184292,,,,
hillSphere,,,,,,,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/035pg3,,,,,,,,https://academic.microsoft.com/v2/detail/109283285,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q498792,,,,
holdTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdingTorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horizon,,,,,,,,,,,,,,https://www.britannica.com/science/horizon-astronomy,,,,https://tools.wmflabs.org/freebase/m/0d1n2,,,,,,,,https://academic.microsoft.com/v2/detail/159176650,,,,,,,,https://psh.techlib.cz/skos/PSH340,,,,,,,http://www.treccani.it/enciclopedia/orizzonte_(Dizionario-di-filosofia),,,,,,https://www.wikidata.org/wiki/Q43261,,,,
horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q20749305,,,,
hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q28128222,,,,
housekeepingData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q21073034,,,,
hyperbola,,http://vocabulary.curriculum.edu.au/scot/4290.html,https://babelnet.org/synset?word=bn:00045483n,,,,,https://www.cultureelwoordenboek.nl/wiskunde/hyperbool,,,,,,https://www.britannica.com/topic/hyperbola,,,,https://tools.wmflabs.org/freebase/m/03n7n,,,,,,,http://mathworld.wolfram.com/Hyperbola.html,https://academic.microsoft.com/v2/detail/145050668,,,,,http://www.omegawiki.org/DefinedMeaning:1161862,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q165301,,,,
hyperbolicTrajectory,,,https://babelnet.org/synset?word=bn:03895116n,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137725,https://www.britannica.com/science/hyperbolic-orbit,,,,https://tools.wmflabs.org/freebase/m/03xtd4,,,,,,,,https://academic.microsoft.com/v2/detail/114177870,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q2755058,,,,
hysteresisError,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iqImbalance,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2778619084,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q25312925,,,,
identifier,,http://vocabulary.curriculum.edu.au/scot/16495.html,https://babelnet.org/synset?word=bn:00045822n,,,,,,,,https://purl.org/dc/terms/identifier,,,,,,,https://tools.wmflabs.org/freebase/m/0b9t5,,,,,,,,https://academic.microsoft.com/v2/detail/154504017,,,,,http://www.omegawiki.org/DefinedMeaning:1641235,,,,,,https://schema.org/identifier,,,,,,,,,,https://www.wikidata.org/wiki/Q853614,,,,
illuminance,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=30613,,,,,,,,,,,,https://tools.wmflabs.org/freebase/m/03bbc3,,https://bigenc.ru/text/2695990,,,https://dx.doi.org/10.1351/goldbook.I02941,,,https://academic.microsoft.com/v2/detail/36365805,,,,,http://www.omegawiki.org/DefinedMeaning:391018,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q194411,,,,
image,,,https://babelnet.org/synset?word=bn:00045772n,,,https://thes.bncf.firenze.sbn.it/termine.php?id=3299,http://purl.org/coar/resource_type/c_c513,,,,http://purl.org/dc/dcmitype/Image,,,,https://www.universalis.fr/encyclopedie/image/,,,https://tools.wmflabs.org/freebase/m/0jg24,,,,,,https://id.loc.gov/authorities/sh85102012,,,,,,,,,,,,,https://schema.org/ImageObject,,,,,,,,,,https://www.wikidata.org/wiki/Q478798,https://www.wikidata.org/wiki/Property:P18,,,
imageFileFormat,,http://vocabulary.curriculum.edu.au/scot/4208.html,https://babelnet.org/synset?word=bn:02034735n,,,,,,,,,,,,,,http://fileformats.archiveteam.org/wiki/Graphics,https://tools.wmflabs.org/freebase/m/07xhlx,,,,,,,,https://academic.microsoft.com/v2/detail/65377053,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1572121,,,,
imageResolution,,,,,,,,,,,,,,https://www.britannica.com/technology/resolution-photography,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/205372480,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q210521,,,,
imageSensor,,,,,,,,,,,,,,,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/76935873,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q209121,,,,
impedance,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=43475,,https://www.cultureelwoordenboek.nl/techologie-en-techniek/impedantie,,,,,,https://www.britannica.com/science/electrical-impedance,https://www.universalis.fr/encyclopedie/impedance-physique/,,,https://tools.wmflabs.org/freebase/m/0bjm_,,https://bigenc.ru/text/2006242,,,https://dx.doi.org/10.1351/goldbook.I02988,https://id.loc.gov/authorities/sh85064610,,https://academic.microsoft.com/v2/detail/17829176,https://id.ndl.go.jp/auth/ndlna/00564146,,,,http://www.omegawiki.org/DefinedMeaning:1228757,,,https://psh.techlib.cz/skos/PSH2514,,,,,,,http://www.treccani.it/enciclopedia/impedenza,,,,,,https://www.wikidata.org/wiki/Q179043,,,,
inductance,,,,,,,,,,,,,,https://www.britannica.com/science/inductance,,,,https://tools.wmflabs.org/freebase/m/015_85,,https://bigenc.ru/text/2011001,,,,,,https://academic.microsoft.com/v2/detail/29210110,,,,,http://www.omegawiki.org/DefinedMeaning:771150,,,https://psh.techlib.cz/skos/PSH3421,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q177897,,,,
inertialMeasurementUnit,,,,,,,,,,,,,,https://www.britannica.com/topic/inertial-measurement-unit,,,,https://tools.wmflabs.org/freebase/m/052lbw,,,,,,,,https://academic.microsoft.com/v2/detail/79061980,,,,,http://www.omegawiki.org/DefinedMeaning:1243909,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q941680,,,,
inertialNavigationSystem,,,,,,https://thes.bncf.firenze.sbn.it/termine.php?id=20081,,,,,,,,https://www.britannica.com/topic/strapdown-inertial-navigation-system,,,,https://tools.wmflabs.org/freebase/m/019vkn,https://www.enciclopedia.cat/EC-GEC-0033672.xml,,,,,,,https://academic.microsoft.com/v2/detail/128651787,,,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q570607,,,,
inertialReferenceFrame,,,,,,,,,,,,,https://zthiztegia.elhuyar.eus/kontzeptua/137006,https://www.britannica.com/science/inertial-frame-of-reference,,,,https://tools.wmflabs.org/freebase/m/03tz2,,https://bigenc.ru/text/2011358,,,,,,https://academic.microsoft.com/v2/detail/173386949,,,,,,,,,,,,,https://snl.no/treghetssystem_-_fysikk,,,,,,,,https://www.wikidata.org/wiki/Q192735,,,,
infraredTelescope,,,https://babelnet.org/synset?word=bn:00182505n,,,,,,,,,,,https://www.britannica.com/science/infrared-telescope,,,,,,,,,,,,https://academic.microsoft.com/v2/detail/2776163771,,,,,,,,,,,,,,,,,http://astrothesaurus.org/uat/794,,,,https://www.wikidata.org/wiki/Q3370723,,,,
input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
